2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΨΥΧ,ΨΥΧ,Π,6,Υ,600152,ΚΟΙΝΩΝΙΚΗ ΝΟΗΣΗ,,ΧΑΝΤΖΗ,,12:00:00,15:00:00,12:00-13:00,14:00-15:00,18,72018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26208,5,,2016-06-06,538792
2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΨΥΧ,ΨΥΧ,Π,2,Ε,600300,ΚΥΒΕΡΝΟΠΟΛΙΤΙΚΗ ΚΑΙ ΔΥΝΗΤΙΚΕΣ ΚΟΙΝΟΤΗΤΕΣ,,ΚΟΣΚΙΝΑΣ,,12:00:00,15:00:00,12:00-13:00,14:00-15:00,14,71946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26242,5,,2016-06-06,538793
2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΚΟΙΝ,ΨΥΧ,Π,2,Ε,600301,Η ΚΟΥΛΤΟΥΡΑ ΤΟΥ ΔΙΑΔΙΚΤΥΟΥ,,ΚΟΣΚΙΝΑΣ,,15:00:00,18:00:00,15:00-16:00,17:00-18:00,27,72183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26243,5,,2016-06-06,538794
2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΨΥΧ,ΨΥΧ,Π,2,Ε,600311,Διαστάσεις πολιτικής ψυχολογίας σε καιρούς κρίσης,,ΧΡΥΣΟΧΟΟΥ,,15:00:00,18:00:00,15:00-16:00,17:00-18:00,14,71949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26251,5,,2016-06-06,538795
2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΚΑ,ΔΔ,Π,2,ΥΠ,700007,,,,,18:00:00,20:00:00,18:00-19:00,19:00-20:00,4,71826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26263,1,,2016-06-06,538796
2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΔΔ,ΔΔ,Π,4,ΕΠ,700016,,,,,18:00:00,21:00:00,18:00-19:00,20:00-21:00,6,71862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,538797
2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΔΔ,ΔΔ,Π,4,ΥΠ,700020,,,,,16:00:00,18:00:00,16:00-17:00,17:00-18:00,6,71860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26267,1,,2016-06-06,538798
2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΔΔ,ΔΔ,Π,4,ΥΠ,700027,,,,,10:00:00,12:00:00,10:00-11:00,11:00-12:00,3,71800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,538799
2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΚΑ,ΔΔ,Π,2,ΥΠ,700035,,,,,16:00:00,18:00:00,16:00-17:00,17:00-18:00,4,71824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,538800
2015-16,,ΕΔ,2016-02-23,2016-06-06,1,ΔΔ,ΔΔ,Π,4,ΥΠ,700051,,,,,14:00:00,16:00:00,14:00-15:00,15:00-16:00,3,71804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26275,1,,2016-06-06,538801
