ΑΚΑΔΗΜΑΙΚΟ ΕΤΟΣ ΠΛΗΡΕΣ,ΑΚΑΔΗΜΑΙΚΟ ΕΤΟΣ,ΧΡΟΝΟΠΕΡΙΟΔΟΣ,ΠρώτοΤουΑΠΟ ΗΜΕΡΟΜΗΝΙΑ,ΠρώτοΤουΕΩΣ ΗΜΕΡΟΜΗΝΙΑ,ΠρώτοΤουΗΜΕΡΑ,ΠρώτοΤου(ΤΜΗΜΑ ΚΑΤΑΝΟΜΗ),ΠρώτοΤου(ΤΜΗΜΑ (ΔΕΣΜΕΥΣΗ) ***),ΠρώτοΤου(Π/Μ ***),ΠρώτοΤου(ΕΞΑΜ ***),ΠρώτοΤου(Υ/Ε ***),ΠρώτοΤου(ΚΩΔ ΜΑΘΗΜ ***),ΠρώτοΤου(ΛΕΚΤ ΜΑΘΗΜ),ΠρώτοΤου(ΔΙΔ ΜΟΝΑΔΕΣ),ΠρώτοΤου(ΔΙΔΑΣΚΩΝ),ΠρώτοΤουΗΜΕΡΟΜΗΝΙΑ ΜΙΑΣ ΜΕΡΑΣ,ουΠρώτοΤουΩΡΕΣ ΑΠΟ-ΕΩΣ:00,ουΤελευταίοΤουΩΡΕΣ ΑΠΟ-ΕΩΣ:00,ΠρώτοΤουΠρώτοΤουΩΡΕΣ ΑΠΟ-ΕΩΣ,ΠρώτοΤουΤελευταίοΤουΩΡΕΣ ΑΠΟ-ΕΩΣ,ΠρώτοΤουΑναγνωριστικό,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΔΔ,5,Π,2,Υ,600013?,Γνωστική,,Κουλιανού,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,101350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΨΥΧ,5,Π,4,Υ,19545,Κοιν.Αναπαρα.,,Μαντόγλου,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,77409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΨΥΧ,5,Π,2,Ε,19546,Γνωστ.Ανάπτυξη,,Σαμαρτζή,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,77337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΨΥΧ,5,Π,6,Υ,19547,SPSS,,Χρυσοχόου,,16:00:00,21:00:00,15:00-16:00,20:00-21:00,69236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΨΥΧ,5,Π,2,Ε,19550,ΜΜΕ,,Κορωναίου,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,77340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΨΥΧ,5,Π,2,Ε,6000936,ΜΜΕ,,Κορωναίου,,15:00:00,15:00:00,14:00-15:00,14:00-15:00,77342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΨΥΧ,5,Π,4,Υ,600122,Βρέφος-παιδί,,Παπαηλιού,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,101658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΚΠ,5,Π,4,Υ,19561,πειραματικός Σχ.,,Προδρομίτης,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,77684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΨΥΧ,5,Π,,,19565,Φροντιστήρια Πτυχιακής,,,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,69311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΨΥΧ,5,Π,6,Υ,19568,Κοινωνική Νόηση,,Χαντζή,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,69305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΨΥΧ,5,Π,2,Ε,600165,Κοιν.Ψυχιατ.ΙΙ,,Στυλιανίδης,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,85519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΨΥΧ,5,Π,2,Ε,19569,Ιδεολογία,,προδρομίτης,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,85450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΨΥΧ,5,Π,2,Ε,19572,Κοινων.Ταυτότητα,,Χαντζή,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,85447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΨΥΧ,5,Π,4,Υ,19573,Εισ.Κοινωνιολογία,,Αλεξιάς,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,69302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΨΥΧ,5,Π,2,Ε,600203,Οικον.Ψυχολογία,,Σακαλάκη,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,69308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΨΥΧ,5,Π,2,Ε,19581,Πολύ-Πολύ,,Χρυσοχόου,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,69233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΨΥΧ,5,Π,2,Ε,19585,Υγεία Πράξη,,Αναγνω,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,77415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΨΥΧ,5,Π,2,Ε,19586,Εργ.Συμπεριφοράς,,Μέλλον,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,69230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΨΥΧ,5,Π,2,Ε,19589,Διαπροσωπικές ΙΙ,,Κορδούτης,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,85444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΨΥΧ,5,Π,6,Υ,19596,Ψυχολο.Υγείας,,Αναγνωστόπουλος,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,101733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΨΥΧ,5,Π,6,Υ,19599,Ιστορία-Συστ.,,Κορδούτης,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,77412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΨΥΧ,5,Π,2,Ε,19605,Σύγκρουση,,Μαντόγλου,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,101667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΚΟΙΝ,5,Π,2,Ε,19606,ΚυβερνοΠολιτική,,Κωλέτση,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,85678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΨΥΧ,5,Π,2,Ε,19615,Ενδυνάμωση,,Στυλιανίδης,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,85525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΨΥΧ,5,Π,2,Ε,19616,Πολιτική Ψυχολ,,Χρυσοχόου,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,77343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΕΜΕΠ,5,Π,2,Υ,19618,Στρατ.Αναζή.Πληρο,,Κανάκη-Λειβανά,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,85150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΚΟΙΝ,5,Π,2,Ε,600315,Γνωστ.Πειραματική,,Βατάκη,,14:00:00,16:00:00,13:00-14:00,15:00-16:00,85664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΨΥΧ,5,Π,2,Ε,19622,Μεθοδ.αναπλ.ψυχο,,Καζή,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,85516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΨΥΧ,5,Π,2,Ε,600319,Ποιοτική Έρευνα,,Φραγκιαδάκη,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,85241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΨΥΧ,5,Π,2,Ε,600320,Συμβ.Ψυχ.Θεραπ,,Γιωτσίδη,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,77346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΨΥΧ,5,Π,2,Ε,600322,Σεμινάριο Πτυχιακών,,Ντάνη,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,101664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΔΔ,1,Π,2,ΥΠ,19634,,,,,18:00:00,17:00:00,17:00-18:00,16:00-17:00,85135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΔΔ,2,Π,2,ΥΠ,700007 24/03/17,,,,,19:00:00,20:00:00,18:00-19:00,19:00-20:00,101437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΔ,1,Π,4,ΕΠ,700016,,,,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,68973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΔ,1,Π,4,ΥΠ,19639,,,,,17:00:00,18:00:00,16:00-17:00,17:00-18:00,68971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΔ,1,Π,2,ΥΠ,19641,,,,,18:00:00,19:00:00,17:00-18:00,18:00-19:00,77687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΔΔ,1,Π,4,ΕΠ,700026,,,,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,85162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΔ,1,Π,4,ΥΠ,700027,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,77682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΔ,1,Π,2,ΥΠ,700035,,,,,11:00:00,12:00:00,10:00-11:00,11:00-12:00,69173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΔ,1,Π,6,ΥΠ,19643,,,,,10:00:00,21:00:00,09:00-10:00,20:00-21:00,77056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΔ,1,Π,8,ΥΠ,19647,,,,,17:00:00,18:00:00,16:00-17:00,17:00-18:00,77114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΔ,1,Π,4,ΥΠ,19648,,,,,15:00:00,16:00:00,14:00-15:00,15:00-16:00,69159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΔΔ,1,Π,8,ΕΠ,19649,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,85165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΚΑ,1,Π,6,ΥΠ,19654,,,,,18:00:00,17:00:00,17:00-18:00,16:00-17:00,68921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΔ,1,Π,6,ΥΠ,19656,,,,,09:00:00,12:00:00,08:00-09:00,11:00-12:00,77390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΔ,1,Π,6,ΕΠ,19657,,,,,14:00:00,16:00:00,13:00-14:00,15:00-16:00,69288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΔΔ,1,Π,8,ΕΠ,19664,,,,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,101715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΔ,1,Π,8,ΥΠ,19666,,,,,09:00:00,10:00:00,08:00-09:00,09:00-10:00,68948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΔ,1,Π,8,ΥΠ,700087,,,,,19:00:00,20:00:00,18:00-19:00,19:00-20:00,77116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΔΔ,1,Π,8,ΕΠ,19670,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,101397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΔ,1,Π,8,ΕΠ,700092,,,,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,68982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΔ,1,Π,6,ΥΠ,19674,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,69157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΔ,1,Π,6,ΥΠ,19675,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,77076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΔ,1,Π,8,ΕΠ,19679,,,,,20:00:00,22:00:00,19:00-20:00,21:00-22:00,69010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΔ,1,Π,8,ΕΠ,19680,,,,,18:00:00,20:00:00,17:00-18:00,19:00-20:00,78061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΔΔ,1,Π,4,ΕΠ,19683,,,,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,86163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΔ,1,Π,8,ΥΠ,700120,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,68952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΔ,1,Π,2,ΥΠ,19686,,,,,20:00:00,21:00:00,19:00-20:00,20:00-21:00,77689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΔΔ,1,Π,4,ΥΠ,19687,,,,,15:00:00,16:00:00,14:00-15:00,15:00-16:00,85791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΔΔ,1,Π,2,ΥΠ,19693,24/02/17 ΣΥΝΕΔΡΙΟ,,,,18:00:00,17:00:00,17:00-18:00,16:00-17:00,101349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΔ,1,Π,4,ΕΠ,19695,,,,,17:00:00,19:00:00,16:00-17:00,18:00-19:00,77398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΔΔ,1,Π,4,ΥΠ,19698,,,,,17:00:00,18:00:00,16:00-17:00,17:00-18:00,85185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΔΔ,1,Π,6,ΥΠ,19700,,,,,11:00:00,12:00:00,10:00-11:00,11:00-12:00,85387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΔ,1,Π,6,ΕΠ,19702,,,,,18:00:00,22:00:00,17:00-18:00,21:00-22:00,77079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΔ,1,Π,8,ΥΠ,19705,,,,,20:00:00,21:00:00,19:00-20:00,20:00-21:00,77401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΔΔ,1,Π,4,ΕΠ,19709,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,86180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΔ,1,Π,6,ΥΠ,19712,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,69966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΔΔ,1,Π,6,ΕΠ,700187,,,,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,101718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΔ,1,Π,8,ΕΠ,19714,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,78055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΔ,1,Π,2,ΥΠ,19716,,,,,21:00:00,22:00:00,20:00-21:00,21:00-22:00,68924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΔ,1,Π,6,ΥΠ,19721,,,,,15:00:00,16:00:00,14:00-15:00,15:00-16:00,68969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΔ,1,Π,8,ΥΠ,700202,,,,,17:00:00,18:00:00,16:00-17:00,17:00-18:00,69007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΔ,1,Π,8,ΕΠ,19725,,,,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,78093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΔ,1,Π,8,ΥΠ,19726,,,,,09:00:00,10:00:00,08:00-09:00,09:00-10:00,77088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΔΔ,1,Π,6,ΥΠ,19727,,,,,19:00:00,20:00:00,18:00-19:00,19:00-20:00,101591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΨΥΧ,1,Π,8,ΥΠ,19729,,,,,18:00:00,19:00:00,17:00-18:00,18:00-19:00,101756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΔ,1,Π,8,ΥΠ,19731,,,,,15:00:00,16:00:00,14:00-15:00,15:00-16:00,69951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΔΔ,1,Π,8,ΕΕ,700217,,,,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,102383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΔ,1,Π,6,ΕΠ,19740,,,,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,69945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΔ,1,Π,8,ΕΠ,700224,,,,,17:00:00,19:00:00,16:00-17:00,18:00-19:00,69291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΤΟΠΑ,1,Π,2,Υ,19763,,,,,09:00:00,10:00:00,08:00-09:00,09:00-10:00,77678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΤΟΠΑ,1,Π,2,Υ,19764,,,,,11:00:00,12:00:00,10:00-11:00,11:00-12:00,77680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΤΟΠΑ,1,Π,6,Υ,19769,,,,,17:00:00,18:00:00,16:00-17:00,17:00-18:00,68989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΤΟΠΑ,1,Π,4,Υ,19774,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,68985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΤΟΠΑ,1,Π,4,Υ,19775,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,77092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΤΟΠΑ,1,Π,6,Υ,19782,,,,,11:00:00,12:00:00,10:00-11:00,11:00-12:00,77090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΤΟΠΑ,1,Π,4,Υ,19785,,,,,15:00:00,16:00:00,14:00-15:00,15:00-16:00,77094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΤΟΠΑ,1,Π,6,Ε,800038,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,77664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΤΟΠΑ,1,Π,6,Υ,800040,,,,,17:00:00,18:00:00,16:00-17:00,17:00-18:00,77096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΤΟΠΑ,1,Π,6,Υ,800041,,,,,15:00:00,16:00:00,14:00-15:00,15:00-16:00,77666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΤΟΠΑ,1,Π,8,Υ,800043,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,69557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΤΟΠΑ,1,Π,8,Υ,800063,,,,,11:00:00,12:00:00,10:00-11:00,11:00-12:00,77662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
